Input file name: Sed100_Sample_In.csv
Delta x, Delta y, Delta d, time to look ahead: 
  5, 500,   0.300,   0.301
Part. #, ID 1st image, # images, ave. time, ave. x, ave. dia., slope, rms residuals
   381,     1854,        5,        21.99,  634.10,    4.86,    3.86e+03,            184,
   382,     1876,        4,        22.02,  737.75,    5.05,    4.95e+03,            192,
   383,     1877,        5,        22.04,  366.50,    5.74,     4.5e+03,            179,
   384,     1878,        5,        22.04,  702.80,    5.49,    4.63e+03,            187,
   385,     1879,        6,        22.06,  841.17,    6.36,    3.76e+03,            308,
   386,     1880,        5,        22.04,  860.80,    4.54,    4.56e+03,            182,
   387,     1905,        4,        22.06,  838.25,    5.99,    3.87e+03,            277,
   388,     1906,        4,        22.06,  596.38,    5.64,     4.6e+03,            340,
   389,     1907,        5,        22.08,  660.10,    6.30,    3.98e+03,            161,
   390,     1908,        5,        22.08,  381.90,    5.17,    4.45e+03,            180,
   391,     1909,        4,        22.06,  872.00,    5.10,    4.57e+03,            337,
   392,     1910,        5,        22.08,  557.90,    5.63,    4.54e+03,            186,
   393,     1934,        4,         22.1,  539.62,    5.38,    4.33e+03,            173,
   394,     1935,        4,         22.1,  815.25,    4.43,    4.17e+03,            167,
   395,     1936,        5,        22.12,  730.00,    5.06,    3.76e+03,            172,
   396,     1937,        5,        22.12,  425.40,    4.60,    4.09e+03,            187,
   397,     1938,        5,        22.12,  569.40,    4.78,    3.92e+03,            180,
   398,     1939,        4,         22.1,  665.50,    4.60,    4.13e+03,            164,
   399,     1967,        5,        22.17,  745.00,    4.77,    3.95e+03,            171,
   400,     1968,        4,        22.14,  756.75,    4.48,    4.54e+03,            331,
   401,     1969,        4,        22.14,  600.88,    5.35,     4.7e+03,            345,
   402,     1993,        4,        22.19,  780.12,    4.84,    4.84e+03,            280,
   403,     1994,        4,        22.19,  524.00,    5.47,    4.82e+03,            278,
   404,     1995,        4,        22.19,  490.00,    5.42,    4.86e+03,            276,
   405,     1996,        5,        22.21,  398.10,    4.99,    4.14e+03,            361,
   406,     1997,        5,        22.21,  737.40,    6.16,    4.07e+03,            353,
   407,     2018,        5,        22.27,  579.30,    4.51,    2.53e+03,            550,
   408,     2019,        5,        22.26,  319.00,    5.06,    3.42e+03,            298,
   409,     2020,        5,        22.26,  583.10,    4.40,    3.51e+03,            305,
   410,     2021,        5,        22.26,  845.10,    4.89,    3.65e+03,            319,
   411,     2022,        5,        22.26,  717.20,    5.90,    3.62e+03,            312,
   412,     2023,        5,        22.26,  388.60,    6.44,    3.23e+03,            281,
   413,     2024,        5,        22.26,  532.20,    5.00,    3.69e+03,            323,
   414,     2045,        5,        22.34,  565.10,    4.53,    1.53e+03,            449,
   415,     2046,        5,        22.34,  580.80,    5.90,    1.54e+03,            473,
   416,     2047,        5,        22.31,  373.30,    5.67,    3.47e+03,            242,
   417,     2048,        5,        22.31,  317.80,    5.45,    3.35e+03,            233,
   418,     2049,        5,        22.31,  393.90,    5.72,     3.5e+03,            241,
   419,     2050,        5,        22.31,  903.50,    6.26,    3.37e+03,            233,
   420,     2073,        5,        22.36,  546.30,    4.44,    3.57e+03,            263,
   421,     2074,        5,        22.36,  625.00,    5.11,    3.92e+03,            289,
   422,     2075,        5,        22.36,  632.60,    5.75,    3.88e+03,            285,
   423,     2095,        5,         22.4,  835.20,    5.99,    3.92e+03,            222,
   424,     2096,        5,         22.4,  661.00,    6.05,    3.94e+03,            222,
   425,     2116,        5,        22.45,  365.00,    6.13,    3.52e+03,            205,
   426,     2117,        4,        22.43,  565.75,    4.71,     3.4e+03,            337,
   427,     2118,        5,        22.45,  463.70,    4.75,    3.81e+03,            224,
   428,     2119,        5,        22.45,  670.40,    4.70,    3.95e+03,            232,
   429,     2120,        6,        22.51,  872.75,    4.50,    1.46e+03,            494,
   430,     2121,        4,        22.43,  582.50,    6.66,    3.52e+03,            350,
   431,     2142,        4,        22.47,  961.38,    6.32,    3.27e+03,            228,
   432,     2143,        4,        22.47,  588.50,    4.78,    3.06e+03,            207,
   433,     2144,        4,        22.47,  326.25,    6.01,    3.44e+03,            236,
   434,     2145,        4,        22.47,  915.12,    5.98,    3.52e+03,            244,
   435,     2146,        4,        22.47,  565.25,    6.42,    3.36e+03,            225,
   436,     2147,        4,        22.47,  674.12,    5.83,    3.58e+03,            244,
   437,     2148,        4,        22.47,  722.25,   10.07,    3.64e+03,            246,
   438,     2167,        3,         22.5,  698.83,    4.52,    3.49e+03,            554,
   439,     2168,        3,         22.5,  478.00,    5.87,    3.53e+03,            560,
   440,     2169,        4,        22.53,  707.12,    4.74,     4.7e+03,            518,
   441,     2170,        4,        22.53,  771.12,    4.75,    4.18e+03,            463,
   442,     2192,        3,        22.55,  683.67,    6.52,    5.06e+03,            246,
   443,     2193,        4,        22.62,  449.62,    5.27,    2.34e+03,            856,
   444,     2214,        4,        22.63,  594.25,    6.77,     3.9e+03,            388,
   445,     2215,        3,        22.61,  485.33,    5.46,     4.9e+03,            667,
   446,     2216,        4,        22.63,  408.38,    6.21,     3.9e+03,            394,
   447,     2217,        4,        22.63,  444.12,    4.67,    4.32e+03,            434,
   448,     2218,        4,        22.63,  710.50,    4.64,    4.12e+03,            415,
   449,     2228,        4,        22.69,  883.50,    4.67,    3.54e+03,            113,
   450,     2229,        4,        22.69,  882.25,    5.27,    3.54e+03,            115,
   451,     2230,        4,        22.69,  781.88,    6.62,    3.38e+03,            112,
   452,     2231,        6,        22.83,  649.67,    5.42,     1.5e+03,            264,
   453,     2232,        2,        22.65,  656.00,    5.62,     3.3e+03,          1e+10,
   454,     2233,        6,        22.77,  452.17,    4.86,     1.8e+03,            358,
   455,     2234,        6,        22.74,  744.67,    6.82,    3.32e+03,            136,
   456,     2235,        5,        22.74,  871.40,    4.69,    1.92e+03,            406,
   457,     2236,        6,        22.74,  506.42,    4.70,    3.43e+03,            138,
   458,     2255,        6,        22.78,  763.67,    4.43,    2.95e+03,            288,
   459,     2256,        6,        22.78,  689.42,    4.89,    3.44e+03,            118,
   460,     2257,        4,        22.74,  467.38,    5.54,    3.99e+03,            115,
   461,     2258,        5,        22.76,  547.70,    4.62,    4.02e+03,            159,
   462,     2270,        2,        22.73,  654.25,   10.11,    3.79e+03,          1e+10,
   463,     2279,        2,        22.73,  681.00,    6.61,    3.92e+03,          1e+10,
   464,     2280,        2,        22.73,  677.25,    5.79,    3.97e+03,          1e+10,
   465,     2281,        5,        22.81,  950.80,    4.76,    3.87e+03,            193,
   466,     2282,        5,        22.81,  926.90,    6.82,    3.65e+03,            182,
   467,     2283,        3,        22.76,  761.83,    4.58,    3.91e+03,           98.1,
   468,     2284,        5,        22.81,  478.40,    4.70,     3.6e+03,            176,
   469,     2285,        5,        22.81,  418.40,    5.44,    4.13e+03,            205,
   470,     2307,        5,        22.85,  860.30,    6.33,    3.82e+03,            202,
   471,     2308,        6,        22.89,  578.92,    6.49,    2.17e+03,            501,
   472,     2309,        5,        22.85,  648.00,    4.59,     2.6e+03,            302,
   473,     2310,        3,        22.81,  453.67,    4.76,    4.43e+03,            252,
   474,     2311,        6,        22.88,  739.25,    5.04,     3.4e+03,            155,
   475,     2323,        2,        22.83,  680.00,   10.37,    5.27e+03,          1e+10,
   476,     2333,        5,        22.94,  363.20,    5.42,    1.26e+03,            508,
   477,     2335,        3,        22.85,  872.00,    5.10,    3.77e+03,            716,
   478,     2336,        4,        22.88,  526.88,    4.68,    3.79e+03,            308,
   479,     2337,        4,        22.88,  615.00,    6.55,    3.44e+03,            282,
   481,     2339,        5,         22.9,  965.30,    4.61,    3.79e+03,            266,
   482,     2363,        5,        22.95,  704.20,    4.59,    3.84e+03,            280,
   483,     2364,        6,        22.99,  577.58,    5.40,    2.05e+03,            472,
   484,     2388,        4,        22.97,  950.62,    4.69,    4.61e+03,            227,
   485,     2389,        4,        22.97,  669.38,    6.46,    4.49e+03,            219,
   486,     2390,        6,        23.02,  460.75,    5.25,    2.87e+03,            609,
   487,     2391,        4,        22.97,  787.25,    5.17,    4.95e+03,            245,
   488,     2392,        4,        22.97,  460.00,    4.58,    4.41e+03,            214,
   489,     2412,        6,         23.1,  491.33,    4.80,    1.38e+03,            456,
   490,     2413,        4,        23.02,  599.75,    5.45,    4.34e+03,            522,
   491,     2414,        5,        23.04,  736.30,    4.67,    3.82e+03,            289,
   492,     2431,        4,        23.06,  897.25,    4.97,    3.72e+03,            311,
   493,     2432,        5,        23.09,  427.00,    4.74,    2.64e+03,            492,
   494,     2433,        4,        23.06,  464.25,    4.72,    3.66e+03,            298,
   495,     2434,        5,        23.08,  841.60,    4.68,    3.87e+03,            187,
   496,     2435,        7,        23.13,  725.29,    5.20,    2.43e+03,            294,
   497,     2436,        5,        23.08,  442.40,    4.71,    3.81e+03,            185,
   498,     2454,        4,        23.11,  660.50,    4.50,    3.82e+03,            334,
   499,     2456,        4,        23.11,  793.62,    4.39,     3.8e+03,            328,
   500,     2457,        4,        23.11,  426.75,    5.22,    3.84e+03,            336,
   501,     2458,        4,        23.11,  360.25,    6.33,    3.41e+03,            307,
   502,     2459,        5,        23.13,  583.40,    4.57,    4.14e+03,            275,
   503,     2460,        4,        23.11,  423.00,    4.76,     3.7e+03,            325,
   504,     2461,        4,        23.11,  575.75,    5.38,    3.88e+03,            339,
   505,     2486,        5,        23.17,  311.80,    5.20,     4.2e+03,            130,
