Input file name: Sed100_Sample_In.csv
Delta x, Delta y, Delta d, time to look ahead: 
  5, 500,   0.300,   0.301
Part. #, ID 1st image, # images, ave. time, ave. x, ave. dia., slope, rms residuals
   10434,    6.58,    6.58,        33.97,    37.13,   832.00,   709.00,   822.00,   700.00,  2118,
   10435,    6.05,    6.05,        28.79,    37.13,   570.50,   656.00,   561.00,   647.00,  2115,
   10436,    5.61,    5.61,        24.76,    37.13,   290.00,   645.00,   280.00,   637.00,  2119,
   10437,    5.99,    5.99,        28.21,    37.13,   743.00,   636.00,   734.00,   627.00,  2111,
   10438,    4.84,    4.84,        18.42,    37.13,   466.50,   620.50,   457.00,   613.00,  2124,
   10439,    6.11,    6.11,        29.36,    37.13,   304.50,   610.00,   294.00,   602.00,  2121,
   10440,    5.42,    5.42,        23.03,    37.13,   812.00,   566.00,   803.00,   557.00,  2125,
   10441,    9.68,    9.69,        73.67,    37.13,   892.50,   552.50,   881.00,   542.00,  2120,
   10442,    4.37,    4.37,        14.97,    37.13,   630.50,   523.00,   623.00,   515.00,  2126,
   10443,    6.98,    6.98,        38.23,    37.13,   655.00,   502.50,   644.00,   493.00,  2122,
   10444,    7.50,    7.50,        44.16,    37.13,   708.00,   499.50,   697.00,   489.00,  2123,
   10445,    6.69,    6.69,        35.12,    37.13,   552.50,   354.50,   542.00,   345.00,  2127,
   10446,    7.70,    7.70,        46.58,    37.13,   860.00,   351.00,   849.00,   341.00,  2128,
   10447,    4.45,    4.45,        15.55,    37.13,   949.50,   315.50,   942.00,   307.00,  2129,
   10448,    4.77,    4.77,        17.85,    37.13,   467.00,   293.50,   459.00,   285.00,  2130,
   10449,    6.46,    6.46,        32.82,    37.13,   804.00,   284.50,   794.00,   275.00,  2132,
   10450,    6.35,    6.35,        31.67,    37.13,  1004.50,   266.50,   994.00,   257.00,  2131,
   10451,    5.87,    5.87,        27.06,    37.13,  1042.50,   145.00,  1033.00,   136.00,  2133,
   10452,    6.35,    6.35,        31.67,    37.13,   407.00,   126.50,   396.00,   117.00,  2134,
   10453,    6.69,    6.69,        35.12,    37.13,   575.00,   103.50,   565.00,    94.00,  2135,
   10454,    5.55,    5.55,        24.18,    37.13,   268.50,    70.00,   259.00,    61.00,  2136,
   10455,    6.52,    6.52,         33.4,    37.13,   293.00,    61.50,   283.00,    52.00,  2137,
   10461,    4.99,    4.99,        19.58,    37.17,   289.50,   826.50,   280.00,   819.00,  2119,
   10462,    4.53,    4.53,        16.12,    37.17,   466.00,   817.50,   457.00,   810.00,  2124,
   10463,    6.29,    6.29,        31.09,    37.17,   572.00,   793.00,   562.00,   784.00,  2115,
   10464,    5.68,    5.68,        25.33,    37.17,   304.50,   792.00,   294.00,   784.00,  2121,
   10465,    5.21,    5.21,         21.3,    37.17,   811.50,   763.00,   802.00,   755.00,  2125,
   10466,    5.81,    5.81,        26.49,    37.17,   743.50,   754.00,   735.00,   745.00,  2111,
   10467,    9.60,    9.60,        72.32,    37.17,   893.00,   708.50,   882.00,   698.00,  2120,
   10468,    4.37,    4.37,        14.97,    37.17,   631.50,   703.00,   624.00,   695.00,  2126,
   10469,    7.19,    7.19,        40.58,    37.17,   708.50,   648.00,   697.00,   638.00,  2123,
   10470,    6.05,    6.05,        28.79,    37.17,   656.50,   646.50,   646.00,   638.00,  2122,
   10471,    7.19,    7.19,        40.58,    37.17,   860.50,   524.00,   850.00,   514.00,  2128,
   10472,    6.35,    6.35,        31.67,    37.17,   552.50,   515.50,   542.00,   506.00,  2127,
   10473,    4.45,    4.45,        15.55,    37.17,   950.00,   496.50,   942.00,   488.00,  2129,
   10474,    6.87,    6.87,        37.07,    37.17,   804.50,   474.00,   794.00,   465.00,  2132,
   10475,    4.45,    4.45,        15.55,    37.17,   468.50,   466.00,   461.00,   458.00,  2130,
   10476,    7.29,    7.29,        41.76,    37.17,  1004.50,   421.50,   994.00,   412.00,  2131,
   10477,    6.17,    6.17,        29.94,    37.17,   407.50,   319.00,   397.00,   310.00,  2134,
   10478,    6.23,    6.23,        30.52,    37.17,  1043.00,   287.00,  1034.00,   278.00,  2133,
   10479,    6.87,    6.87,        37.07,    37.17,   574.00,   266.50,   563.00,   257.00,  2135,
   10480,    5.93,    5.93,        27.64,    37.17,   268.50,   244.50,   258.00,   236.00,  2136,
   10481,    6.17,    6.17,        29.94,    37.17,   566.50,   238.00,   556.00,   229.00,  2138,
   10482,    6.63,    6.63,        34.55,    37.17,   293.50,   218.00,   283.00,   209.00,  2137,
   10483,    6.05,    6.05,        28.79,    37.17,   953.00,   211.00,   943.00,   202.00,  2139,
   10484,    4.99,    4.99,        19.58,    37.17,   561.00,   200.50,   553.00,   192.00,  2140,
   10485,    4.61,    4.61,         16.7,    37.17,   750.00,   186.00,   742.00,   178.00,  2141,
   10486,    5.87,    5.87,        27.06,    37.17,   776.50,   138.50,   767.00,   129.00,  2142,
   10487,    6.41,    6.41,        32.24,    37.17,   764.50,   128.00,   754.00,   118.00,  2143,
   10490,    4.53,    4.53,        16.12,    37.22,   632.00,   900.00,   624.00,   892.00,  2126,
   10491,    5.87,    5.87,        27.06,    37.22,   744.00,   882.00,   735.00,   873.00,  2111,
   10492,   10.12,   10.12,        80.48,    37.22,   893.50,   878.00,   882.00,   868.00,  2120,
   10493,    5.93,    5.93,        27.64,    37.22,   709.00,   810.00,   700.00,   801.00,  2123,
   10494,    6.46,    6.46,        32.82,    37.22,   656.50,   803.00,   646.00,   793.00,  2122,
   10495,    6.41,    6.41,        32.24,    37.22,   860.50,   712.00,   850.00,   703.00,  2128,
   10496,    4.28,    4.28,        14.39,    37.22,   951.00,   692.00,   943.00,   684.00,  2129,
   10497,    6.23,    6.23,        30.52,    37.22,   553.00,   690.50,   542.00,   682.00,  2127,
   10498,    6.17,    6.17,        29.94,    37.22,   805.00,   681.50,   795.00,   673.00,  2132,
   10499,    4.53,    4.53,        16.12,    37.22,   469.00,   654.00,   461.00,   646.00,  2130,
   10500,    7.08,    7.08,         39.4,    37.22,  1005.50,   591.00,   995.00,   581.00,  2131,
   10501,    5.99,    5.99,        28.21,    37.22,   407.50,   528.00,   397.00,   520.00,  2134,
   10502,   12.01,   12.01,        113.2,    37.22,   571.50,   447.50,   557.00,   435.00,  2144,
   10503,    5.74,    5.74,        25.91,    37.22,  1043.00,   439.50,  1033.00,   431.00,  2133,
   10504,    5.42,    5.42,        23.03,    37.22,   269.50,   434.00,   259.00,   426.00,  2136,
   10505,    4.99,    4.99,        19.58,    37.22,   561.50,   415.00,   553.00,   407.00,  2140,
   10506,    6.80,    6.80,        36.27,    37.22,   953.50,   393.00,   943.00,   383.00,  2139,
   10507,    6.35,    6.35,        31.67,    37.22,   294.00,   388.00,   284.00,   379.00,  2137,
   10508,    4.45,    4.45,        15.55,    37.22,   750.50,   383.00,   743.00,   375.00,  2141,
   10509,    5.93,    5.93,        27.64,    37.22,   777.00,   352.00,   767.00,   343.00,  2142,
   10510,    6.80,    6.80,        36.27,    37.22,   765.00,   330.00,   755.00,   320.00,  2143,
   10511,    6.05,    6.05,        28.79,    37.22,   624.00,   206.00,   614.00,   197.00,  2145,
   10512,    5.74,    5.74,        25.91,    37.22,   401.00,   204.50,   391.00,   196.00,  2146,
   10513,    5.74,    5.74,        25.91,    37.22,   743.50,   204.00,   734.00,   195.00,  2147,
   10514,    5.07,    5.07,        20.15,    37.22,   721.50,   165.50,   713.00,   157.00,  2148,
   10515,    6.11,    6.11,        29.36,    37.22,  1008.50,   115.50,   999.00,   105.00,  2149,
   10516,    5.07,    5.07,        20.15,    37.22,   947.50,    67.00,   940.00,    58.00,  2150,
   10523,    6.23,    6.23,        30.52,    37.27,   861.50,   878.50,   851.00,   869.00,  2128,
   10524,    4.28,    4.28,        14.39,    37.27,   951.00,   865.00,   943.00,   857.00,  2129,
   10525,    5.81,    5.81,        26.49,    37.27,   805.00,   864.00,   795.00,   855.00,  2132,
   10526,    6.29,    6.29,        31.09,    37.27,   554.00,   845.50,   544.00,   837.00,  2127,
   10527,    4.45,    4.45,        15.55,    37.27,   469.50,   820.00,   462.00,   812.00,  2124,
   10528,    6.35,    6.35,        31.67,    37.27,  1006.00,   738.50,   996.00,   729.00,  2131,
   10529,    5.87,    5.87,        27.06,    37.27,   408.50,   713.00,   398.00,   705.00,  2134,
   10530,    5.55,    5.55,        24.18,    37.27,   567.50,   640.00,   557.00,   632.00,  2138,
   10531,    4.92,    4.92,           19,    37.27,   562.00,   605.50,   554.00,   597.00,  2140,
   10532,    5.35,    5.35,        22.46,    37.27,   270.00,   600.00,   260.00,   592.00,  2136,
   10533,    7.19,    7.19,        40.58,    37.27,   575.00,   600.00,   564.00,   591.00,  2135,
   10534,    5.07,    5.07,        20.15,    37.27,  1044.00,   573.00,  1035.00,   565.00,  2133,
   10535,    4.53,    4.53,        16.12,    37.27,   751.00,   557.00,   743.00,   549.00,  2141,
   10536,    6.80,    6.80,        36.27,    37.27,   954.50,   553.50,   944.00,   544.00,  2139,
   10537,    6.05,    6.05,        28.79,    37.27,   778.00,   540.50,   768.00,   532.00,  2142,
   10538,    6.29,    6.29,        31.09,    37.27,   294.50,   536.50,   284.00,   528.00,  2137,
   10539,    7.08,    7.08,         39.4,    37.27,   765.50,   509.50,   755.00,   500.00,  2143,
   10540,    5.74,    5.74,        25.91,    37.27,   744.50,   396.00,   735.00,   387.00,  2147,
   10541,    5.87,    5.87,        27.06,    37.27,   624.00,   396.00,   614.00,   387.00,  2145,
   10542,    5.68,    5.68,        25.33,    37.27,   402.00,   394.00,   392.00,   386.00,  2146,
   10543,    5.35,    5.35,        22.46,    37.27,   722.50,   303.50,   714.00,   295.00,  2148,
   10544,    6.87,    6.87,        37.07,    37.27,  1008.50,   255.50,   998.00,   246.00,  2149,
   10545,    4.84,    4.84,        18.42,    37.27,   948.00,   239.00,   940.00,   230.00,  2150,
   10546,    6.35,    6.35,        31.67,    37.27,   314.50,   217.50,   304.00,   208.00,  2151,
   10547,    6.69,    6.69,        35.12,    37.27,   493.00,   203.00,   482.00,   193.00,  2152,
   10548,    6.74,    6.74,         35.7,    37.27,   951.00,   151.00,   941.00,   141.00,  2153,
   10549,    5.74,    5.74,        25.91,    37.27,   824.00,   135.50,   815.00,   127.00,  2154,
   10550,    9.77,    9.77,        75.02,    37.27,   269.00,    84.50,   253.00,    75.00,  2155,
   10555,    5.81,    5.81,        26.49,    37.30,   408.50,   860.00,   398.00,   852.00,  2113,
   10556,    6.52,    6.52,         33.4,    37.30,  1006.00,   860.00,   996.00,   850.00,  2131,
   10557,    5.68,    5.68,        25.33,    37.30,   568.00,   790.00,   558.00,   782.00,  2115,
   10558,    4.99,    4.99,        19.58,    37.30,   562.50,   757.00,   554.00,   749.00,  2140,
   10559,    5.21,    5.21,         21.3,    37.30,   270.00,   735.00,   260.00,   727.00,  2136,
   10560,    5.87,    5.87,        27.06,    37.30,   576.00,   725.50,   566.00,   716.00,  2135,
   10561,    4.45,    4.45,        15.55,    37.30,   751.50,   696.50,   744.00,   688.00,  2141,
   10562,    5.42,    5.42,        23.03,    37.30,   778.00,   692.00,   768.00,   684.00,  2142,
   10563,    5.14,    5.14,        20.73,    37.30,  1044.00,   683.50,  1035.00,   675.00,  2133,
   10564,    6.74,    6.74,         35.7,    37.30,   954.50,   684.50,   944.00,   675.00,  2139,
   10565,    6.58,    6.58,        33.97,    37.30,   295.00,   657.50,   285.00,   649.00,  2137,
   10566,    6.23,    6.23,        30.52,    37.30,   765.50,   652.00,   755.00,   643.00,  2143,
   10567,    5.42,    5.42,        23.03,    37.30,   744.50,   548.50,   735.00,   540.00,  2147,
   10568,    5.74,    5.74,        25.91,    37.30,   624.50,   548.50,   614.00,   540.00,  2145,
   10569,    5.48,    5.48,        23.61,    37.30,   402.00,   545.00,   392.00,   537.00,  2146,
   10570,    5.42,    5.42,        23.03,    37.30,   722.50,   414.50,   714.00,   406.00,  2148,
   10571,    4.37,    4.37,        14.97,    37.30,   948.50,   377.50,   941.00,   369.00,  2150,
   10572,    6.80,    6.80,        36.27,    37.30,  1008.50,   371.00,   998.00,   361.00,  2149,
   10573,    6.41,    6.41,        32.24,    37.30,   315.00,   356.00,   304.00,   347.00,  2151,
   10574,    6.23,    6.23,        30.52,    37.30,   493.50,   345.50,   483.00,   337.00,  2152,
   10575,    6.63,    6.63,        34.55,    37.30,   950.50,   245.00,   941.00,   235.00,  2153,
   10576,    5.61,    5.61,        24.76,    37.30,   824.50,   218.50,   816.00,   210.00,  2154,
   10577,    5.35,    5.35,        22.46,    37.30,   276.00,   218.50,   266.00,   210.00,  2156,
   10578,    5.14,    5.14,        20.73,    37.30,   264.50,   178.50,   256.00,   170.00,  2157,
   10579,    6.17,    6.17,        29.94,    37.30,   273.00,   167.50,   264.00,   158.00,  2158,
   10580,    4.53,    4.53,        16.12,    37.30,   853.50,   160.00,   846.00,   151.00,  2159,
   10581,    5.93,    5.93,        27.64,    37.30,   826.00,   128.00,   816.00,   119.00,  2160,
   10582,    6.58,    6.58,        33.97,    37.30,  1007.50,   127.50,   998.00,   118.00,  2161,
   10583,    5.21,    5.21,         21.3,    37.30,   536.00,   123.00,   527.00,   114.00,  2162,
   10584,    5.14,    5.14,        20.73,    37.30,   324.00,   116.00,   315.00,   107.00,  2163,
   10585,    5.21,    5.21,         21.3,    37.30,   259.00,    79.00,   250.00,    70.00,  2164,
   10588,    4.37,    4.37,        14.97,    37.39,   949.50,   804.00,   942.00,   796.00,  2150,
   10589,    6.41,    6.41,        32.24,    37.39,   494.50,   784.00,   484.00,   776.00,  2152,
   10590,    6.05,    6.05,        28.79,    37.39,   316.00,   783.00,   305.00,   775.00,  2151,
   10591,    5.68,    5.68,        25.33,    37.39,   723.50,   757.00,   715.00,   748.00,  2148,
   10592,    8.10,    8.10,        51.52,    37.39,  1009.50,   725.00,   999.00,   715.00,  2149,
   10593,    4.77,    4.77,        17.85,    37.39,   276.00,   628.50,   267.00,   621.00,  2156,
   10594,    4.77,    4.77,        17.85,    37.39,   537.50,   594.00,   528.00,   586.00,  2162,
   10595,    5.99,    5.99,        28.21,    37.39,   827.00,   591.00,   817.00,   582.00,  2154,
   10596,    4.53,    4.53,        16.12,    37.39,   855.00,   580.00,   847.00,   572.00,  2159,
   10597,    5.68,    5.68,        25.33,    37.39,   274.00,   540.00,   265.00,   531.00,  2158,
   10598,   10.04,   10.04,        79.11,    37.39,   951.50,   528.50,   940.00,   518.00,  2165,
   10599,    5.99,    5.99,        28.21,    37.39,   825.00,   472.00,   816.00,   463.00,  2160,
   10600,    5.14,    5.14,        20.73,    37.39,   265.50,   464.50,   257.00,   456.00,  2157,
   10601,    4.92,    4.92,           19,    37.39,   325.50,   463.50,   317.00,   455.00,  2163,
   10602,    4.69,    4.69,        17.27,    37.39,   369.50,   451.00,   361.00,   443.00,  2166,
   10603,    4.53,    4.53,        16.12,    37.39,   831.00,   432.00,   823.00,   424.00,  2167,
   10604,   10.38,   10.38,        84.63,    37.39,  1009.00,   429.50,   997.00,   419.00,  2168,
   10605,    4.99,    4.99,        19.58,    37.39,   260.50,   408.50,   252.00,   400.00,  2164,
   10606,    7.19,    7.19,        40.58,    37.39,   766.00,   320.00,   755.00,   310.00,  2169,
   10607,    4.77,    4.77,        17.85,    37.39,   956.50,   248.00,   948.00,   240.00,  2170,
   10608,    6.41,    6.41,        32.24,    37.39,   812.50,   157.00,   803.00,   148.00,  2171,
   10609,    5.87,    5.87,        27.06,    37.39,   652.00,   134.50,   642.00,   125.00,  2172,
   10610,    5.28,    5.28,        21.88,    37.39,   799.50,   124.50,   791.00,   116.00,  2173,
   10611,    4.53,    4.53,        16.12,    37.39,   639.00,   106.50,   631.00,    98.00,  2174,
   10612,    5.87,    5.87,        27.06,    37.39,   249.50,   103.00,   239.00,    94.00,  2175,
   10613,    6.17,    6.17,        29.94,    37.39,   271.00,    62.50,   261.00,    53.00,  2176,
   10619,    6.80,    6.80,        36.27,    37.44,  1009.50,   880.50,   999.00,   871.00,  2131,
   10620,    4.77,    4.77,        17.85,    37.44,   277.00,   810.50,   268.00,   803.00,  2156,
   10621,    4.28,    4.28,        14.39,    37.44,   537.50,   805.50,   529.00,   798.00,  2162,
   10622,    5.14,    5.14,        20.73,    37.44,   827.50,   800.50,   818.00,   792.00,  2154,
   10623,    4.69,    4.69,        17.27,    37.44,   856.00,   767.50,   848.00,   759.00,  2159,
   10624,    4.92,    4.92,           19,    37.44,   276.00,   704.50,   268.00,   696.00,  2158,
   10625,    8.96,    8.96,        63.03,    37.44,   951.50,   655.00,   940.00,   644.00,  2165,
   10626,    4.37,    4.37,        14.97,    37.44,   369.50,   638.00,   361.00,   630.00,  2166,
   10627,    4.37,    4.37,        14.97,    37.44,   831.50,   626.00,   824.00,   618.00,  2167,
   10628,    4.69,    4.69,        17.27,    37.44,   326.50,   618.50,   319.00,   610.00,  2163,
   10629,    5.21,    5.21,         21.3,    37.44,   265.50,   590.50,   257.00,   582.00,  2157,
   10630,    6.11,    6.11,        29.36,    37.44,   825.00,   584.00,   816.00,   575.00,  2160,
   10631,    9.60,    9.60,        72.32,    37.44,  1009.50,   563.00,   998.00,   553.00,  2168,
   10632,    4.84,    4.84,        18.42,    37.44,   260.50,   554.00,   252.00,   546.00,  2164,
   10633,    7.40,    7.39,        42.95,    37.44,   766.50,   447.00,   756.00,   437.00,  2169,
   10634,    5.35,    5.35,        22.46,    37.44,   957.50,   398.50,   949.00,   390.00,  2170,
   10635,    6.35,    6.35,        31.67,    37.44,   653.00,   344.50,   643.00,   335.00,  2172,
   10636,    4.77,    4.77,        17.85,    37.44,   640.00,   277.50,   632.00,   269.00,  2174,
   10637,    5.81,    5.81,        26.49,    37.44,   250.00,   277.50,   240.00,   269.00,  2175,
   10638,    6.35,    6.35,        31.67,    37.44,   813.00,   275.50,   804.00,   266.00,  2171,
   10639,    5.61,    5.61,        24.76,    37.44,   800.50,   266.00,   792.00,   257.00,  2173,
   10640,    6.74,    6.74,         35.7,    37.44,   270.50,   241.50,   259.00,   232.00,  2176,
   10641,    4.84,    4.84,        18.42,    37.44,   476.50,   230.50,   468.00,   222.00,  2177,
   10642,    5.55,    5.55,        24.18,    37.44,  1015.50,   219.00,  1007.00,   210.00,  2178,
   10643,    6.17,    6.17,        29.94,    37.44,   808.00,   206.50,   798.00,   197.00,  2179,
   10644,    5.21,    5.21,         21.3,    37.44,   389.50,   192.50,   381.00,   184.00,  2180,
   10645,    5.61,    5.61,        24.76,    37.44,   285.00,   179.00,   276.00,   170.00,  2181,
   10646,    4.45,    4.45,        15.55,    37.44,   641.00,   168.00,   633.00,   160.00,  2182,
   10647,    5.87,    5.87,        27.06,    37.44,   381.50,   161.00,   371.00,   152.00,  2183,
   10648,    6.35,    6.35,        31.67,    37.44,   342.50,   156.50,   332.00,   147.00,  2184,
   10649,    5.81,    5.81,        26.49,    37.44,   643.00,   148.00,   633.00,   139.00,  2185,
   10650,    5.07,    5.07,        20.15,    37.44,   639.00,    83.00,   631.00,    74.00,  2186,
   10651,    5.28,    5.28,        21.88,    37.44,   268.00,    66.00,   259.00,    57.00,  2187,
   10657,    4.69,    4.69,        17.27,    37.49,   856.00,   870.00,   848.00,   862.00,  2159,
   10658,    5.14,    5.14,        20.73,    37.49,   275.00,   793.00,   266.00,   785.00,  2158,
   10659,    4.19,    4.19,        13.82,    37.49,   370.00,   740.00,   362.00,   732.00,  2166,
   10660,    4.53,    4.53,        16.12,    37.49,   831.50,   732.50,   824.00,   724.00,  2167,
   10661,    6.69,    6.69,        35.12,    37.49,   951.00,   722.50,   941.00,   713.00,  2139,
   10662,    4.84,    4.84,        18.42,    37.49,   326.50,   702.50,   319.00,   694.00,  2163,
   10663,    4.84,    4.84,        18.42,    37.49,   266.50,   658.50,   259.00,   650.00,  2157,
   10664,    5.93,    5.93,        27.64,    37.49,   826.00,   645.50,   817.00,   636.00,  2160,
   10665,    8.87,    8.87,        61.73,    37.49,  1009.00,   635.50,   998.00,   626.00,  2168,
   10666,    4.77,    4.77,        17.85,    37.49,   261.50,   632.50,   253.00,   624.00,  2164,
   10667,    6.80,    6.80,        36.27,    37.49,   765.00,   515.50,   754.00,   506.00,  2169,
   10668,    5.35,    5.35,        22.46,    37.49,   957.50,   480.50,   949.00,   472.00,  2170,
   10669,    6.29,    6.29,        31.09,    37.49,   653.00,   459.00,   643.00,   450.00,  2172,
   10670,    5.42,    5.42,        23.03,    37.49,   251.00,   372.00,   241.00,   364.00,  2175,
   10671,    4.99,    4.99,        19.58,    37.49,   640.00,   371.50,   632.00,   363.00,  2174,
   10672,    5.68,    5.68,        25.33,    37.49,   800.50,   343.50,   792.00,   335.00,  2173,
   10673,    4.77,    4.77,        17.85,    37.49,   476.50,   339.50,   468.00,   331.00,  2177,
   10674,    6.58,    6.58,        33.97,    37.49,   813.00,   339.50,   804.00,   330.00,  2171,
   10675,    6.52,    6.52,         33.4,    37.49,   271.00,   339.00,   260.00,   330.00,  2176,
   10676,    6.35,    6.35,        31.67,    37.49,   808.00,   319.50,   798.00,   310.00,  2179,
   10677,    4.77,    4.77,        17.85,    37.49,  1015.50,   312.00,  1007.00,   304.00,  2178,
   10678,    8.20,    8.20,        52.78,    37.49,   385.50,   278.00,   372.00,   267.00,  2188,
   10679,    6.05,    6.05,        28.79,    37.49,   342.50,   267.50,   332.00,   259.00,  2184,
   10680,    7.19,    7.19,        40.58,    37.49,   643.50,   262.00,   633.00,   252.00,  2185,
   10681,    5.61,    5.61,        24.76,    37.49,   285.50,   249.50,   277.00,   240.00,  2181,
   10682,    4.53,    4.53,        16.12,    37.49,   640.00,   184.00,   632.00,   176.00,  2182,
   10683,    5.21,    5.21,         21.3,    37.49,   268.50,   133.00,   260.00,   124.00,  2187,
   10684,    5.87,    5.87,        27.06,    37.49,   891.50,    93.00,   882.00,    84.00,  2189,
   10685,    5.14,    5.14,        20.73,    37.49,   654.50,    85.50,   646.00,    77.00,  2190,
   10686,    4.84,    4.84,        18.42,    37.49,   931.00,    69.00,   923.00,    60.00,  2191,
   10691,    4.77,    4.77,        17.85,    37.53,   370.50,   893.00,   362.00,   885.00,  2166,
   10692,    4.61,    4.61,         16.7,    37.53,   832.00,   890.00,   824.00,   882.00,  2154,
   10693,    4.45,    4.45,        15.55,    37.53,   327.00,   829.00,   319.00,   821.00,  2163,
   10694,    6.58,    6.58,        33.97,    37.53,   951.00,   827.00,   941.00,   817.00,  2139,
   10695,    4.92,    4.92,           19,    37.53,   266.50,   763.50,   259.00,   755.00,  2136,
   10696,    4.53,    4.53,        16.12,    37.53,   262.50,   753.00,   255.00,   745.00,  2157,
   10697,    7.70,    7.70,        46.58,    37.53,  1009.00,   746.00,   998.00,   736.00,  2149,
   10698,    5.99,    5.99,        28.21,    37.53,   826.00,   738.00,   817.00,   729.00,  2160,
   10699,    6.35,    6.35,        31.67,    37.53,   653.50,   627.00,   643.00,   618.00,  2172,
   10700,    6.29,    6.29,        31.09,    37.53,   765.50,   618.50,   756.00,   609.00,  2169,
   10701,    5.28,    5.28,        21.88,    37.53,   958.00,   604.50,   950.00,   596.00,  2170,
   10702,    5.48,    5.48,        23.61,    37.53,   251.00,   516.00,   241.00,   508.00,  2175,
   10703,    5.07,    5.07,        20.15,    37.53,   640.50,   509.50,   632.00,   501.00,  2174,
   10704,    4.84,    4.84,        18.42,    37.53,   477.50,   500.00,   469.00,   492.00,  2177,
   10705,    5.99,    5.99,        28.21,    37.53,   271.50,   486.50,   261.00,   478.00,  2176,
   10706,    6.05,    6.05,        28.79,    37.53,   809.00,   486.00,   799.00,   477.00,  2171,
   10707,    5.81,    5.81,        26.49,    37.53,   801.00,   459.00,   792.00,   450.00,  2173,
   10708,    4.84,    4.84,        18.42,    37.53,  1015.50,   452.00,  1007.00,   443.00,  2178,
   10709,    5.48,    5.48,        23.61,    37.53,   382.50,   445.00,   372.00,   437.00,  2183,
   10710,    6.74,    6.74,         35.7,    37.53,   813.50,   435.50,   804.00,   426.00,  2192,
   10711,    6.05,    6.05,        28.79,    37.53,   343.50,   433.00,   333.00,   425.00,  2184,
   10712,    5.87,    5.87,        27.06,    37.53,   644.00,   429.00,   634.00,   420.00,  2182,
   10713,    4.84,    4.84,        18.42,    37.53,   391.00,   412.50,   383.00,   404.00,  2180,
   10714,    4.92,    4.92,           19,    37.53,   642.00,   406.50,   634.00,   398.00,  2186,
   10715,    5.81,    5.81,        26.49,    37.53,   285.50,   357.00,   277.00,   348.00,  2181,
   10716,    4.53,    4.53,        16.12,    37.53,   640.00,   331.00,   632.00,   323.00,  2193,
   10717,    5.55,    5.55,        24.18,    37.53,   893.00,   261.00,   884.00,   252.00,  2189,
   10718,    5.35,    5.35,        22.46,    37.53,   269.00,   236.50,   260.00,   228.00,  2187,
   10719,    4.84,    4.84,        18.42,    37.53,   931.50,   227.00,   924.00,   218.00,  2191,
   10720,    5.93,    5.93,        27.64,    37.53,   347.00,   212.00,   337.00,   203.00,  2194,
   10721,    5.99,    5.99,        28.21,    37.53,  1012.00,   192.00,  1003.00,   183.00,  2161,
   10722,    5.55,    5.55,        24.18,    37.53,   655.00,   190.00,   646.00,   181.00,  2190,
   10723,    5.14,    5.14,        20.73,    37.53,   561.50,   167.00,   553.00,   158.00,  2195,
   10724,    5.81,    5.81,        26.49,    37.53,   980.00,   153.50,   971.00,   144.00,  2196,
   10725,    5.81,    5.81,        26.49,    37.53,   302.00,   125.00,   292.00,   116.00,  2197,
   10726,    6.11,    6.11,        29.36,    37.53,   905.50,   113.50,   896.00,   104.00,  2198,
   10727,    6.05,    6.05,        28.79,    37.53,   820.00,   110.50,   810.00,   101.00,  2199,
   10728,    4.84,    4.84,        18.42,    37.53,   622.00,    84.50,   614.00,    76.00,  2200,
   10729,    5.21,    5.21,         21.3,    37.53,   964.00,    61.50,   956.00,    53.00,  2201,
   10733,    6.87,    6.87,        37.07,    37.58,   264.00,   896.00,   253.00,   883.00,  2202,
   10734,    9.68,    9.69,        73.67,    37.58,  1009.50,   882.00,   998.00,   872.00,  2149,
   10735,    6.05,    6.05,        28.79,    37.58,   826.00,   850.00,   817.00,   841.00,  2160,
   10736,    5.93,    5.93,        27.64,    37.58,   654.00,   835.00,   644.00,   827.00,  2172,
   10737,    5.61,    5.61,        24.76,    37.58,   958.50,   756.00,   950.00,   747.00,  2170,
   10738,    6.17,    6.17,        29.94,    37.58,   766.50,   746.00,   757.00,   737.00,  2143,
   10739,    4.37,    4.37,        14.97,    37.58,   478.50,   697.00,   471.00,   689.00,  2177,
   10740,    4.92,    4.92,           19,    37.58,   250.50,   692.00,   241.00,   684.00,  2175,
   10741,    5.99,    5.99,        28.21,    37.58,   809.00,   691.00,   799.00,   682.00,  2171,
   10742,    5.14,    5.14,        20.73,    37.58,   641.00,   680.00,   633.00,   671.00,  2174,
   10743,    5.99,    5.99,        28.21,    37.58,   272.00,   666.50,   261.00,   658.00,  2176,
   10744,    5.28,    5.28,        21.88,    37.58,   383.00,   653.00,   373.00,   645.00,  2183,
   10745,    5.48,    5.48,        23.61,    37.58,   644.50,   636.00,   634.00,   627.00,  2182,
   10746,    5.74,    5.74,        25.91,    37.58,   344.00,   635.00,   334.00,   627.00,  2184,
   10747,    4.28,    4.28,        14.39,    37.58,  1015.50,   624.00,  1008.00,   616.00,  2161,
   10748,    5.87,    5.87,        27.06,    37.58,   801.00,   601.00,   792.00,   592.00,  2173,
   10749,    4.84,    4.84,        18.42,    37.58,   642.00,   581.50,   634.00,   573.00,  2186,
   10750,    4.69,    4.69,        17.27,    37.58,   391.50,   574.50,   384.00,   566.00,  2180,
   10751,    6.74,    6.74,         35.7,    37.58,   813.50,   552.50,   804.00,   543.00,  2192,
   10752,    4.84,    4.84,        18.42,    37.58,   641.00,   512.50,   633.00,   504.00,  2193,
